Vardas Pavarde ND1 ND2 ND3 ND4 ND5 ND6 ND7 ND8 ND9 ND10 ND11 ND12 ND13 ND14 ND15 Egz.
vardas103 pavarde103 1 5 5 3 4 10 3 7 6 8 4 1 7 2 10 2
vardas104 pavarde104 6 9 8 10 8 8 7 1 5 7 3 1 8 2 1 9
vardas105 pavarde105 2 4 9 1 5 1 7 5 5 9 5 3 5 4 5 4
vardas106 pavarde106 4 3 10 7 4 4 1 7 4 1 8 10 1 9 3 8
vardas107 pavarde107 10 9 2 10 10 3 4 2 9 10 6 3 10 9 8 3
vardas108 pavarde108 2 1 1 10 3 3 8 8 6 8 4 5 2 5 1 8
vardas109 pavarde109 1 7 3 6 7 6 3 4 8 8 4 4 1 6 5 9
vardas110 pavarde110 10 2 4 5 8 5 6 2 9 7 9 10 4 9 7 3
vardas111 pavarde111 7 3 5 10 7 1 3 1 8 10 4 2 9 9 9 9
vardas112 pavarde112 7 8 6 4 2 4 10 1 9 1 4 4 5 7 6 6
vardas113 pavarde113 4 8 9 7 5 5 1 3 2 10 9 1 1 5 9 7
vardas114 pavarde114 5 3 9 3 7 7 6 9 7 7 10 2 6 8 3 8
vardas115 pavarde115 1 8 5 1 4 3 1 5 9 4 3 8 6 1 9 8
vardas116 pavarde116 4 9 10 8 4 10 5 9 4 2 6 10 3 4 4 7
vardas117 pavarde117 9 7 7 9 1 8 10 2 9 7 4 7 5 6 10 3
vardas118 pavarde118 6 9 2 6 7 8 6 8 4 4 7 6 7 4 5 4
vardas119 pavarde119 8 5 1 7 2 9 2 1 1 1 3 9 8 9 8 7
vardas120 pavarde120 3 2 7 4 8 6 7 1 1 1 6 10 10 1 6 3
vardas121 pavarde121 2 1 8 7 10 8 6 6 4 5 7 1 4 10 1 1
vardas122 pavarde122 10 7 5 7 1 8 3 6 4 6 1 4 7 9 3 6
vardas123 pavarde123 4 4 7 10 8 3 4 3 2 2 2 9 4 7 3 6
vardas124 pavarde124 10 6 6 5 4 10 4 9 9 8 2 10 10 1 5 4
vardas125 pavarde125 10 9 1 8 9 8 4 6 8 9 5 2 6 5 4 1
vardas126 pavarde126 9 2 6 3 8 8 10 2 3 10 2 10 10 2 5 5
vardas127 pavarde127 2 10 6 5 4 3 5 10 6 1 8 10 7 6 8 8
vardas128 pavarde128 6 9 8 1 8 5 6 1 5 10 5 10 2 1 6 9
vardas129 pavarde129 4 7 8 3 3 10 8 8 9 3 3 7 3 8 2 8
vardas130 pavarde130 5 4 8 7 8 8 3 3 9 1 4 1 1 9 6 2
vardas131 pavarde131 3 6 7 9 1 8 1 5 10 1 9 1 10 3 5 7
vardas132 pavarde132 7 7 4 4 9 10 5 3 7 6 3 5 7 3 5 3
vardas133 pavarde133 4 8 6 2 2 7 8 3 7 5 2 1 2 4 8 5
vardas134 pavarde134 6 9 7 5 5 1 3 6 1 5 5 5 2 7 6 8
vardas135 pavarde135 1 6 1 1 9 9 3 10 1 1 1 5 5 4 10 1
vardas136 pavarde136 3 3 2 3 2 6 4 4 9 7 3 7 5 2 10 3
vardas137 pavarde137 9 2 10 9 6 2 1 6 2 2 7 6 5 6 7 4
vardas138 pavarde138 6 9 1 1 3 3 10 3 2 4 6 10 5 5 4 5
vardas139 pavarde139 1 2 7 6 2 10 1 10 5 3 4 6 5 3 6 9
vardas140 pavarde140 1 1 1 9 2 3 10 1 8 9 7 6 8 1 8 7
vardas141 pavarde141 3 1 10 7 2 1 2 9 7 8 10 9 6 5 5 8
vardas142 pavarde142 7 9 8 5 7 8 4 6 8 1 10 6 5 2 6 3
vardas143 pavarde143 3 9 10 2 3 10 4 9 10 5 7 7 7 1 3 5
vardas144 pavarde144 4 1 7 6 3 6 3 6 6 10 4 4 7 9 3 6
vardas145 pavarde145 9 7 10 1 6 8 1 9 1 3 8 10 1 6 7 3
vardas146 pavarde146 6 2 7 7 9 5 10 6 3 8 1 6 10 7 10 8
vardas147 pavarde147 3 2 9 5 2 7 3 10 9 7 2 10 8 4 5 1
vardas148 pavarde148 9 5 1 5 3 3 1 6 5 8 4 6 1 5 1 7
vardas149 pavarde149 1 6 4 6 10 6 3 5 9 6 1 10 7 7 4 7
vardas150 pavarde150 6 5 2 5 2 7 7 6 4 9 8 7 9 8 6 8
vardas151 pavarde151 7 4 9 4 4 1 2 3 4 4 2 10 8 8 5 8
vardas152 pavarde152 9 4 4 1 9 3 4 2 1 5 9 7 10 4 3 7
vardas153 pavarde153 9 9 4 10 10 10 5 6 2 6 1 10 8 3 8 6
vardas154 pavarde154 4 9 8 8 10 8 6 10 6 7 7 9 9 4 7 5
vardas155 pavarde155 10 9 8 6 6 8 3 4 2 1 7 4 3 1 5 10
vardas156 pavarde156 8 4 9 9 6 10 10 2 7 6 6 8 1 2 7 7
vardas157 pavarde157 3 10 6 7 8 5 5 3 7 6 9 3 9 1 6 8
vardas158 pavarde158 1 3 10 6 5 2 5 3 3 4 10 8 8 2 6 9
vardas159 pavarde159 4 3 3 1 2 3 4 8 2 5 4 8 2 3 3 10
vardas160 pavarde160 9 7 6 3 1 9 9 1 7 7 6 7 7 6 9 10
vardas161 pavarde161 1 1 3 3 2 10 7 10 5 5 7 4 5 8 7 3
vardas162 pavarde162 8 6 5 8 8 9 5 5 9 7 2 5 8 10 7 2
vardas163 pavarde163 4 3 9 5 9 10 5 1 1 4 6 5 10 9 7 10
vardas164 pavarde164 9 3 10 9 4 10 5 10 3 7 4 1 1 9 6 4
vardas165 pavarde165 3 8 3 5 3 7 2 7 8 2 8 2 2 7 5 3
vardas166 pavarde166 9 3 6 2 9 2 10 10 5 3 4 4 9 10 2 9
vardas167 pavarde167 10 4 4 10 10 7 4 9 8 5 4 7 4 5 9 8
vardas168 pavarde168 5 8 6 4 4 10 8 7 2 8 9 8 7 2 4 8
vardas169 pavarde169 9 1 9 7 6 6 7 5 9 10 1 10 8 1 2 10
vardas170 pavarde170 7 3 3 7 5 1 9 9 2 3 6 1 10 5 8 1
vardas171 pavarde171 8 1 10 2 6 2 8 9 5 9 9 1 1 7 3 8
vardas172 pavarde172 7 7 7 8 8 10 4 10 7 4 3 4 2 10 10 8
vardas173 pavarde173 2 2 8 1 6 10 4 2 7 8 9 3 1 7 1 3
vardas174 pavarde174 3 8 10 9 7 6 2 2 9 1 5 10 6 9 9 6
vardas175 pavarde175 3 9 3 7 10 9 4 1 5 7 8 3 1 5 4 6
vardas176 pavarde176 8 2 3 3 6 8 10 9 3 7 3 10 3 10 9 4
vardas177 pavarde177 10 2 5 3 10 2 7 10 3 5 1 6 7 6 3 7
vardas178 pavarde178 9 9 2 10 7 8 9 7 5 4 1 7 5 8 6 5
vardas179 pavarde179 4 10 3 9 6 10 7 8 7 10 7 6 6 2 3 6
vardas180 pavarde180 3 9 8 5 10 9 9 2 8 8 2 7 8 2 10 10
vardas181 pavarde181 8 7 4 3 3 4 3 7 2 3 6 8 10 10 7 3
vardas182 pavarde182 10 6 10 5 6 5 2 10 10 6 3 5 4 3 2 2
vardas183 pavarde183 8 2 1 9 7 7 8 2 2 3 5 8 8 8 5 5
vardas184 pavarde184 5 9 5 6 5 4 3 1 6 9 4 8 5 6 8 9
vardas185 pavarde185 4 10 9 1 6 10 9 2 7 4 7 10 7 8 8 9
vardas186 pavarde186 4 7 6 4 6 1 2 2 3 9 1 2 2 4 2 8
vardas187 pavarde187 7 7 5 3 3 8 9 10 10 8 1 3 8 9 9 2
vardas188 pavarde188 2 1 7 7 8 1 10 1 6 2 10 2 7 2 1 1
vardas189 pavarde189 7 8 10 5 10 3 8 5 8 3 5 1 3 6 2 10
vardas190 pavarde190 5 10 7 3 7 8 3 3 2 10 7 6 2 3 10 3
vardas191 pavarde191 7 5 6 4 2 5 3 8 7 5 6 8 7 10 10 4
vardas192 pavarde192 7 4 1 4 10 2 3 3 4 6 10 10 7 2 7 9
vardas193 pavarde193 7 7 10 8 9 2 5 2 7 8 2 10 1 1 10 2
vardas194 pavarde194 1 7 1 9 5 1 7 7 9 4 9 10 1 3 3 6
vardas195 pavarde195 2 6 4 5 9 7 10 5 7 10 3 10 5 9 5 5
vardas196 pavarde196 6 1 5 6 3 9 5 8 9 6 9 6 3 9 2 4
vardas197 pavarde197 1 7 8 6 6 6 10 4 2 4 8 2 10 10 5 1
vardas198 pavarde198 3 10 3 10 3 4 9 2 9 3 1 8 7 6 8 8
vardas199 pavarde199 8 7 3 8 7 1 5 3 4 10 3 4 7 10 8 4
vardas200 pavarde200 10 2 10 4 10 3 5 7 7 8 7 1 5 7 8 6
vardas201 pavarde201 7 6 7 6 3 10 6 1 1 10 2 7 8 2 2 3
vardas202 pavarde202 2 2 5 6 7 2 8 1 6 7 8 8 4 1 1 10
vardas203 pavarde203 7 7 1 2 5 6 7 6 8 5 1 4 10 5 2 6
vardas204 pavarde204 2 8 1 4 6 8 1 3 7 1 3 1 4 4 10 1
vardas205 pavarde205 3 7 7 4 8 5 10 2 7 1 4 4 5 2 3 1
vardas206 pavarde206 6 8 8 7 3 1 5 6 3 4 1 7 7 8 7 4
vardas207 pavarde207 10 6 10 7 7 1 7 5 5 3 1 3 7 3 10 4
vardas208 pavarde208 8 9 2 7 3 9 1 3 9 1 8 9 6 6 1 4
vardas209 pavarde209 6 6 9 2 1 5 7 6 5 2 8 6 7 7 7 8
vardas210 pavarde210 1 2 7 1 3 6 3 3 4 9 6 2 2 2 8 9
vardas211 pavarde211 5 7 3 7 4 9 10 10 10 4 10 3 3 6 1 5
vardas212 pavarde212 5 8 2 7 5 3 1 9 6 6 1 2 5 5 7 4
vardas213 pavarde213 4 8 5 8 3 10 8 6 3 1 7 1 2 5 8 8
vardas214 pavarde214 3 7 9 8 6 1 8 5 7 3 2 9 3 2 1 5
vardas215 pavarde215 4 2 1 6 1 5 4 9 2 7 1 4 5 10 1 10
vardas216 pavarde216 4 2 10 10 5 4 8 4 2 2 4 3 7 3 1 5
vardas217 pavarde217 5 3 3 8 1 10 4 1 2 6 8 4 8 3 2 3
vardas218 pavarde218 5 2 5 3 2 3 3 10 5 4 1 7 3 8 5 10
vardas219 pavarde219 10 7 4 7 7 2 7 1 4 1 2 7 1 9 10 3
vardas220 pavarde220 1 8 6 10 8 9 9 1 1 5 2 10 7 9 8 4
vardas221 pavarde221 3 5 5 10 9 4 7 6 2 2 1 2 9 7 1 7
vardas222 pavarde222 3 5 3 6 10 4 8 8 5 9 4 8 3 5 5 6
vardas223 pavarde223 1 10 2 6 5 2 3 8 5 8 7 3 1 4 1 2
vardas224 pavarde224 10 2 4 7 6 3 10 9 5 2 4 10 10 6 10 3
vardas225 pavarde225 5 1 6 4 8 1 3 7 8 6 1 1 7 3 5 7
vardas226 pavarde226 2 1 2 10 8 7 9 8 2 6 7 3 9 6 5 1
vardas227 pavarde227 3 1 6 3 3 5 3 8 6 10 6 10 2 4 3 4
vardas228 pavarde228 9 6 5 5 8 6 2 4 7 6 8 9 9 3 1 5
vardas229 pavarde229 7 9 5 3 1 1 5 4 8 1 3 4 2 9 1 1
vardas230 pavarde230 4 9 6 3 5 10 5 8 8 1 8 9 9 6 10 1
vardas231 pavarde231 2 6 8 8 2 9 10 5 5 4 2 6 4 9 9 6
vardas232 pavarde232 8 7 7 4 7 4 4 9 8 1 1 2 2 2 7 4
vardas233 pavarde233 7 2 10 2 8 9 2 5 6 9 3 6 2 3 7 4
vardas234 pavarde234 5 8 3 2 9 7 1 6 7 9 4 7 2 5 10 7
vardas235 pavarde235 1 7 6 4 7 9 6 2 7 10 1 4 4 8 6 2
vardas236 pavarde236 1 1 9 3 9 1 10 1 6 10 5 7 2 1 4 3
vardas237 pavarde237 2 3 10 8 4 3 7 6 1 3 1 9 9 10 1 4
vardas238 pavarde238 3 10 6 3 9 6 7 3 3 6 1 7 2 8 7 2
vardas239 pavarde239 2 3 7 1 7 5 10 1 10 10 10 2 1 7 5 3
vardas240 pavarde240 3 3 10 6 7 10 8 3 8 9 10 1 1 8 1 3
vardas241 pavarde241 9 7 5 1 3 1 6 8 6 10 8 7 4 3 7 6
vardas242 pavarde242 6 2 9 1 4 4 4 6 10 6 5 10 9 3 9 5
vardas243 pavarde243 8 6 10 5 10 8 5 9 8 9 5 4 6 2 3 9
vardas244 pavarde244 9 1 1 8 2 1 4 2 2 7 1 3 9 4 8 6
vardas245 pavarde245 1 10 3 1 4 9 9 10 10 1 5 1 6 8 8 9
vardas246 pavarde246 7 9 8 3 10 3 4 3 8 9 3 2 4 1 2 3
vardas247 pavarde247 6 2 2 1 6 2 10 10 2 2 1 8 10 5 7 3
vardas248 pavarde248 1 8 5 2 1 3 5 8 1 6 7 4 3 4 8 7
vardas249 pavarde249 9 4 2 5 5 9 6 8 3 7 4 2 9 9 7 3
vardas250 pavarde250 2 8 5 1 1 10 7 9 6 5 8 1 7 7 8 9
vardas251 pavarde251 10 2 5 3 1 9 8 9 3 1 6 6 3 7 5 4
vardas252 pavarde252 6 7 5 7 2 9 7 9 9 7 10 5 10 8 2 8
vardas253 pavarde253 6 10 3 9 9 3 6 4 2 6 3 1 8 8 2 1
vardas254 pavarde254 8 7 4 3 2 8 10 4 6 1 9 1 8 10 5 4
vardas255 pavarde255 8 2 7 8 10 6 10 8 3 2 4 4 6 7 10 7
vardas256 pavarde256 9 10 6 8 9 5 10 3 9 4 9 5 2 9 10 8
vardas257 pavarde257 8 2 6 9 10 10 8 9 4 3 10 2 7 10 2 7
vardas258 pavarde258 5 6 2 1 3 5 8 4 7 6 7 10 10 1 10 9
vardas259 pavarde259 5 9 3 3 7 1 5 2 10 2 1 8 5 6 10 7
vardas260 pavarde260 10 7 4 7 3 4 6 1 9 9 2 7 1 3 2 10
vardas261 pavarde261 2 9 5 5 8 7 9 9 1 3 5 7 5 1 5 4
vardas262 pavarde262 5 6 8 10 6 10 9 9 6 3 9 8 7 8 4 1
vardas263 pavarde263 1 1 7 6 10 2 4 3 9 2 1 7 9 9 10 9
vardas264 pavarde264 7 2 3 3 8 4 2 10 10 7 6 8 8 8 1 4
vardas265 pavarde265 9 7 8 2 4 7 2 10 1 4 3 3 9 7 9 5
vardas266 pavarde266 6 2 3 3 6 9 9 3 4 9 1 5 10 6 10 3
vardas267 pavarde267 7 8 8 7 4 9 4 1 6 3 7 4 6 10 10 5
vardas268 pavarde268 7 5 2 9 7 4 5 1 1 7 5 7 4 3 8 9
vardas269 pavarde269 8 1 4 8 8 9 2 3 4 5 7 1 5 1 4 1
vardas270 pavarde270 9 2 2 4 10 3 8 5 7 9 5 2 1 10 8 9
vardas271 pavarde271 6 1 6 2 4 4 10 5 2 7 8 1 6 8 5 8
vardas272 pavarde272 5 5 5 4 8 2 2 8 9 9 8 7 4 10 1 3
vardas273 pavarde273 7 10 9 6 4 2 9 1 7 1 9 3 7 2 10 10
vardas274 pavarde274 2 10 5 7 6 8 5 8 9 9 2 3 4 7 9 9
vardas275 pavarde275 10 10 3 1 1 1 4 3 9 5 1 10 10 3 6 8
vardas276 pavarde276 9 4 5 9 8 9 3 4 2 8 1 4 7 6 10 10
vardas277 pavarde277 10 4 4 3 8 7 9 6 8 2 5 3 5 10 10 8
vardas278 pavarde278 6 5 2 3 10 6 8 2 9 3 10 10 3 4 3 3
vardas279 pavarde279 10 7 5 2 9 3 6 9 10 10 6 3 5 3 9 9
vardas280 pavarde280 5 8 2 6 4 8 6 9 9 6 6 6 2 2 5 1
vardas281 pavarde281 6 6 4 2 7 7 9 3 7 9 2 9 5 8 5 3
vardas282 pavarde282 7 3 6 7 5 9 10 7 5 1 10 7 1 1 10 5
vardas283 pavarde283 8 7 5 8 5 9 6 9 5 8 4 7 4 10 5 2
vardas284 pavarde284 3 4 9 2 8 10 3 7 3 10 10 10 1 10 8 8
vardas285 pavarde285 3 8 7 10 6 3 4 7 5 6 10 6 8 2 4 4
vardas286 pavarde286 5 3 9 3 2 5 8 1 10 8 6 2 9 5 8 2
vardas287 pavarde287 10 2 5 1 2 3 5 4 3 6 3 10 7 2 10 7
vardas288 pavarde288 7 7 1 2 3 8 4 3 8 1 1 2 4 5 8 10
vardas289 pavarde289 6 2 3 8 1 10 9 8 1 8 1 4 1 8 7 6
vardas290 pavarde290 1 10 3 5 5 4 7 2 10 10 2 3 2 1 8 5
vardas291 pavarde291 3 3 5 8 1 2 10 1 6 8 10 5 9 9 9 4
vardas292 pavarde292 1 9 2 4 3 9 4 3 5 6 8 3 3 2 8 4
vardas293 pavarde293 5 4 9 10 4 5 6 4 9 9 2 5 4 9 6 8
vardas294 pavarde294 9 2 9 10 3 5 10 6 10 2 8 4 10 9 1 1
vardas295 pavarde295 5 9 8 7 9 3 8 1 9 2 7 2 9 10 4 2
vardas296 pavarde296 8 9 1 10 3 5 1 9 2 2 3 5 7 5 3 8
vardas297 pavarde297 3 9 3 3 1 1 10 1 6 8 2 6 6 4 10 6
vardas298 pavarde298 7 7 7 4 8 6 8 9 7 5 1 5 8 9 7 5
vardas299 pavarde299 8 10 4 3 8 1 3 4 1 7 8 5 10 6 5 2
vardas300 pavarde300 8 7 8 2 6 8 7 1 5 5 9 4 1 5 6 4
vardas301 pavarde301 9 8 3 2 7 2 10 6 2 5 5 6 8 7 1 6
vardas302 pavarde302 8 7 10 5 10 6 1 4 3 3 6 1 7 5 9 3
vardas303 pavarde303 7 2 1 9 9 4 1 10 1 2 4 1 2 1 8 3
vardas304 pavarde304 9 2 2 7 4 2 5 9 3 5 8 2 9 2 9 9
vardas305 pavarde305 6 3 6 5 6 10 10 4 9 10 4 2 7 4 4 4
vardas306 pavarde306 9 9 3 8 3 1 7 2 6 3 7 4 10 3 1 5
vardas307 pavarde307 5 1 5 7 10 9 2 8 6 9 4 5 10 4 7 1
vardas308 pavarde308 3 8 5 9 5 4 8 8 8 7 7 2 7 1 7 4
vardas309 pavarde309 8 9 2 3 4 9 4 10 9 2 7 8 9 4 9 6
vardas310 pavarde310 4 10 4 3 6 4 9 8 8 2 5 5 4 9 7 5
vardas311 pavarde311 7 10 8 3 8 7 4 7 8 5 8 6 7 2 2 3
vardas312 pavarde312 5 5 9 9 3 10 6 1 3 2 9 7 3 4 5 5
vardas313 pavarde313 9 1 5 2 6 3 10 8 9 7 4 7 2 8 3 7
vardas314 pavarde314 5 7 6 1 7 5 8 6 2 9 3 5 5 1 2 2
vardas315 pavarde315 9 3 4 3 6 7 3 8 8 10 5 10 4 1 9 5
vardas316 pavarde316 7 3 5 2 7 3 7 2 8 8 3 6 2 4 7 8
vardas317 pavarde317 9 10 1 6 10 8 6 3 3 4 10 10 7 1 6 6
vardas318 pavarde318 2 9 4 7 2 5 5 7 8 9 5 3 10 1 7 10
vardas319 pavarde319 6 7 7 2 9 6 7 8 8 1 5 10 7 2 2 8
vardas320 pavarde320 10 10 5 9 4 5 1 5 10 7 4 2 3 10 1 4
vardas321 pavarde321 8 10 7 10 7 6 7 5 10 9 2 8 3 10 4 10
